SequenceName	ClusterNumber
G000348785	-1
G000350145	-1
G001510385	-1
G001510335	-1
G010029295	-1
G004379135	-1
G009923785	-1
G010031245	-1
G010031725	-1
G001439035	381
G001437845	381
G000485495	-1
G003166175	-1
G007827045	-1
G000012405	-1
G006716425	-1
G003594875	-1
G001879105	-1
G000719515	-1
G000482705	382
G000427885	382
G005885555	-1
G009834025	-1
G000761485	383
G000306785	383
G001424485	384
G001424455	384
G003260015	-1
G003860405	-1
G000426645	-1
G013002705	-1
G007362775	-1
G009377795	-1
G000023925	-1
G900070355	-1
G000224515	-1
G000018425	-1
G001899445	-1
G000711975	-1
G009711615	-1
G000214435	-1
G001553355	-1
G000433275	385
G000160055	385
G900343095	386
G000435155	386
G900104455	-1
G900114615	387
G000271665	387
G004339805	-1
G900102435	388
G000169155	388
G900476375	-1
G000208405	-1
G000165465	-1
G001513065	-1
G001513075	-1
G000763575	-1
G001047375	-1
G000154825	-1
G009776955	-1
G000309315	-1
G000025225	-1
G002419365	-1
G000981035	-1
G001678845	-1
G000431615	-1
G001941225	-1
G008680595	-1
G000444055	-1
G000430585	-1
G001552255	-1
G001767765	-1
G900106775	-1
G004522215	-1
G000311785	-1
G003963515	-1
G004115085	-1
G010078385	-1
G000218765	-1
G000615945	-1
G001604325	-1
G003346715	-1
G008329965	-1
G000507245	-1
G000758165	-1
G007694005	-1
G900163975	-1
G900163985	-1
G000214355	-1
G001604385	-1
G001604425	-1
G002069655	-1
G001897185	389
G000756735	389
G002298665	-1
G000019965	-1
G003054705	-1
G000972765	-1
G000025905	-1
G003185655	-1
G902726595	390
G001439535	390
G902569115	-1
G000383715	-1
G000385295	-1
G902552915	-1
G902631675	-1
G011327785	-1
G000173075	-1
G009885995	-1
G002698785	-1
G002726915	-1
G003232855	-1
G001917295	391
G000980515	391
G001940945	391
G000436395	391
G000723745	391
G000020225	391
G000437075	391
G001580195	391
G001578645	391
G001647615	391
G004295085	-1
G008501825	-1
G002705055	-1
G008636105	-1
G001830285	-1
G003551645	-1
G001303695	-1
G007752535	-1
G009886015	-1
G003669585	-1
G001805565	-1
G001805855	-1
G001804445	-1
G001806075	-1
G003598025	-1
G001871115	-1
G000980735	-1
G000980745	-1
G001303785	-1
G001304255	-1
G002245415	-1
G011049385	-1
G001304155	-1
G011772335	-1
G011053365	-1
G013000925	-1
G007121435	-1
G002737375	-1
G902825965	-1
G003223455	-1
G001802045	-1
G002923375	-1
G002714465	-1
G002727195	-1
G002693325	-1
G002719115	-1
G009841115	-1
G012960645	-1
G900129735	-1
G002011685	-1
G001872685	-1
G003818285	-1
G003236095	-1
G012031025	-1
G000737325	-1
G002070115	-1
G002295565	-1
G002387735	-1
G000375745	-1
G011088105	-1
G001805245	-1
G002897775	-1
G000714715	-1
G001541255	-1
G002011745	-1
G002897935	-1
G000020985	-1
G000423865	-1
G003158615	-1
G001788475	-1
G003222385	-1
G008363385	-1
G000687145	-1
G003388555	-1
G009844385	-1
G003231035	-1
G001618865	-1
G001724025	-1
G902826465	-1
G000226295	-1
G000472285	-1
G001278055	-1
G001797845	-1
G001798915	-1
G003139775	-1
G900155525	-1
G002159665	-1
G000010665	-1
G000526455	-1
G000245055	-1
G000422205	-1
G000422245	-1
G000711735	-1
G000422565	-1
G900188225	-1
G000420485	-1
G001548275	-1
G011364275	-1
G000215975	-1
G000746255	-1
G000186885	-1
G000621145	-1
G010646885	-1
G900143695	-1
G000025945	-1
G000018405	-1
G011390465	-1
G002753105	-1
G011328735	-1
G001468845	-1
G001468865	-1
G000512735	-1
G000702425	-1
G000763135	-1
G000762875	-1
G000705255	-1
G002019815	-1
G012978615	-1
G000736415	-1
G006864365	-1
G004323845	-1
G000284235	-1
G006212005	-1
G002733885	-1
G001627685	-1
G000213335	-1
G000213355	-1
G001627955	-1
G000219355	-1
G009690945	-1
G004210275	-1
G000815465	392
G000730245	392
G000746585	-1
G000970895	-1
G001897445	-1
G003932735	-1
G008189685	-1
G000632985	-1
G000022525	393
G000013165	393
G001593535	393
G001752665	-1
G902525415	-1
G902615335	-1
G902547955	-1
G000299115	-1
G902529795	-1
G004321805	-1
G902521155	-1
G902613325	-1
G902621175	-1
G902621295	-1
G000376085	-1
G902634045	-1
G002688585	-1
G902590485	-1
G000421325	-1
G000432275	-1
G900551585	-1
G902778645	-1
G001917125	394
G000980655	394
G000436195	394
G002401195	-1
G009926935	-1
G000238815	-1
G902518965	-1
G902622515	-1
G902625725	-1
G000024465	-1
G000300235	-1
G003326595	395
G000421265	395
G000763295	395
G000300275	395
G000312425	-1
G007992495	-1
G003280605	-1
G000299935	-1
G009908425	-1
G900172325	-1
G002740695	-1
G005849285	-1
G000374145	-1
G002402005	-1
G000379325	-1
G003665155	-1
G001871925	-1
G001895085	-1
G002167745	-1
G008014345	-1
G005881635	-1
G005881895	-1
G003242425	-1
G008012255	-1
G001785035	-1
G002355415	-1
G001304215	-1
G002420765	-1
G010025385	-1
G001576965	-1
G002006795	-1
G001634425	396
G000334955	396
G001632485	396
G000375345	396
G001888055	-1
G002238665	-1
G009841635	-1
G009840545	-1
G000531125	-1
G001051235	-1
G000372785	-1
G002007405	-1
G900141795	-1
G003399765	-1
G009184365	-1
G902612245	-1
G003133625	-1
G003724235	-1
G900620265	-1
G001316125	-1
G001316005	-1
G002506425	-1
G006954425	-1
G000800805	-1
G009777615	-1
G002506905	-1
G000217715	-1
G000455345	-1
G000230715	-1
G000337475	-1
G000337735	397
G000337715	397
G001564205	-1
G000328665	-1
G001896725	-1
G000013725	-1
G000025865	-1
G000970125	398
G000970085	398
G000970145	398
G000007345	398
G002305205	-1
G012798115	-1
G001782495	399
G001782035	399
G001782415	400
G001782045	400
G000994125	-1
G001780895	401
G001779345	401
G001788225	-1
G001789935	-1
G001567515	-1
G001789725	402
G001789365	402
G001789805	-1
G001789995	-1
G001789555	403
G001789325	403
G001788195	403
G011370385	-1
G002412665	-1
G000998275	404
G000997955	404
G000997565	404
G000995475	404
G000996665	404
G000994325	404
G001776275	-1
G001787315	-1
G001002285	405
G001001445	405
G001002295	405
G002293725	-1
G002780135	-1
G007376345	-1
G001775605	406
G001773725	406
G001775565	407
G001773655	407
G001001005	407
G001001375	407
G001003585	407
G001816895	-1
G001816475	408
G001816405	408
G001816375	408
G001793085	409
G001792305	409
G001792935	410
G001792535	410
G001793165	410
G001792415	410
G001792075	410
G001793255	410
G001791965	-1
G001792035	-1
G001792055	-1
G009781895	-1
G001872245	-1
G002793075	-1
G001818835	-1
G001818475	411
G001001205	411
G001001425	411
G001818855	411
G000991205	-1
G000992395	-1
G007376135	-1
G001817255	-1
G001817265	-1
G001778275	-1
G001791425	-1
G001791385	412
G001790975	412
G001791155	412
G001791535	412
G001002965	412
G001791415	413
G001790815	413
G001791295	413
G001791555	413
G001791195	413
G001791005	413
G001782975	414
G001782815	414
G000991645	415
G000991325	415
G000991815	415
G001794635	416
G001794285	416
G001795735	417
G001794375	417
G001795585	417
G001794095	417
G001794555	417
G001795825	417
G001795615	418
G001794105	418
G001794675	419
G001794055	419
G001794695	420
G001794125	420
G001794575	420
G001795855	420
G001794385	420
G001794735	420
G001825005	421
G001823155	421
G012798645	-1
G002069755	-1
G001823105	-1
G002898235	-1
G011056225	-1
G001779575	-1
G001820755	-1
G003599755	-1
G001821725	-1
G002772995	-1
G002774705	-1
G001778775	422
G001778665	422
G001778535	422
G001778975	422
G001778985	422
G001822475	-1
G002788975	-1
G003231675	-1
G000431315	-1
G902616255	-1
G000737535	423
G000515235	423
G000195975	-1
G003210795	-1
G003210975	-1
G000153285	424
G000063505	424
G001632105	425
G001631935	425
G001632165	425
G003215335	-1
G000155595	-1
G001314865	-1
G010671975	-1
G000482245	426
G000316115	426
G000332095	-1
G010671905	-1
G002075285	-1
G001870905	-1
G010672605	-1
G001643585	-1
G005882715	-1
G002898615	-1
G002898715	-1
G002898215	-1
G003228115	-1
G003599745	-1
G011328975	-1
G002532535	-1
G004138165	-1
G002068935	-1
G002842085	-1
G003353825	-1
G003647875	-1
G011048615	-1
G000020685	-1
G000430865	-1
G000701425	427
G000701405	427
G000800395	427
G000240225	-1
G003044185	-1
G900110565	428
G001643775	428
G005046025	-1
G009911695	-1
G003612515	-1
G009911385	-1
G011040415	-1
G000236865	-1
G002159625	-1
G900606105	-1
G002255315	-1
G002748455	-1
G004364865	-1
G001437825	-1
G003569125	-1
G001437765	-1
G000817105	-1
G902589295	-1
G902553995	-1
G902597455	-1
G009650215	-1
G902826025	-1
G002288385	-1
G001439355	-1
G003751225	-1
G000716715	-1
G011947235	-1
G009602465	-1
G900292035	-1
G000025345	-1
G000701365	-1
G000702465	429
G000620185	429
G000024365	-1
G005298075	-1
G009707545	-1
G900104535	-1
G000379625	-1
G004363095	-1
G009299835	-1
G900101785	-1
G900092135	-1
G001189535	430
G000426385	430
G001678905	431
G001403775	431
G000423505	-1
G000770645	-1
G001516045	-1
G000960765	-1
G000961805	-1
G000244895	-1
G000215085	-1
G000010565	-1
G000242435	-1
G900543165	432
G000434475	432
G000445445	-1
G003966895	-1
G900156285	-1
G000025645	-1
G001655775	-1
G009782515	-1
G009782875	-1
G900128885	-1
G000161975	-1
G004125825	-1
G009910325	-1
G900107405	-1
G002733545	-1
G001509345	-1
G900142005	-1
G900552655	-1
G900552765	-1
G001512485	-1
G012514215	-1
G003208175	-1
G001604165	-1
G001604185	-1
G000688035	-1
G012034405	-1
G004556455	-1
G900557695	-1
G009786825	-1
G009778455	-1
G900315995	-1
G011958165	-1
G001466305	-1
G012524135	-1
G002964605	-1
G000024285	-1
G900107035	433
G000294675	433
G001447355	433
G900129355	-1
G900114055	-1
G000430625	-1
G002507565	-1
G005938195	-1
G005765165	-1
G003429665	-1
G000242595	-1
G900156105	434
G000373545	434
G000214375	-1
G000297095	-1
G002749205	-1
G000413035	435
G000412995	435
G000413055	-1
G000468055	-1
G001604355	436
G000212415	436
G000253035	-1
G002449695	-1
G000171235	-1
G000242935	-1
G002862945	-1
G902516225	-1
G000382665	-1
G002722335	-1
G902596055	-1
G902618175	-1
G902628315	-1
G012517065	-1
G012797305	-1
G009695335	-1
G009773355	-1
G902810735	-1
G005887795	-1
G902589825	-1
G000428305	-1
G000739615	-1
G004557455	-1
G900097105	437
G001683795	437
G002700745	-1
G002746235	-1
G002683825	-1
G009691855	-1
G007748095	-1
G007750655	-1
G007751475	-1
G002718835	-1
G001723765	-1
G002071695	-1
G011050235	-1
G012515775	-1
G007859745	-1
G011525745	-1
G009781185	-1
G011370245	-1
G002704825	-1
G000242455	-1
G001644415	-1
G005887905	-1
G000255655	-1
G001707835	438
G000092105	438
G007745435	-1
G013036045	-1
G001983935	-1
G011333295	-1
G007119795	-1
G011333545	-1
G001799795	-1
G003482905	-1
G000522985	-1
G002839875	-1
G003169895	-1
G003222175	-1
G009692115	-1
G001918595	-1
G003221035	-1
G003222115	-1
G900142475	439
G001462305	439
G900142495	440
G001462315	440
G900142545	440
G002898015	-1
G003645925	-1
G011389025	-1
G011049095	-1
G000402455	-1
G001567195	-1
G009659535	-1
G000024805	-1
G005887915	-1
G000170895	-1
G000737335	-1
G003229195	-1
G009992445	-1
G001770165	-1
G001770205	441
G001770035	441
G001769855	-1
G000372225	-1
G000375765	-1
G001643555	-1
G009842645	-1
G001917575	-1
G005877605	-1
G000196815	-1
G001724505	-1
G002011715	-1
G004321915	-1
G001871685	-1
G003220225	-1
G003220265	-1
G001775695	-1
G000398345	-1
G011388795	-1
G002071135	-1
G001919385	-1
G003222395	-1
G002712885	-1
G004356045	-1
G009838525	-1
G009843885	-1
G009918885	-1
G003224715	-1
G009837045	-1
G011046715	-1
G902812365	-1
G001829875	-1
G001830855	-1
G001873745	-1
G002071325	-1
G000701705	-1
G000331715	442
G000055945	442
G001975945	442
G900116045	-1
G000179555	-1
G000702665	-1
G000023445	-1
G002327445	-1
G900659855	-1
G000349975	-1
G000686565	-1
G000509365	-1
G002272835	-1
G000200595	-1
G000259275	443
G000259255	443
G000274085	444
G000274045	444
G000274945	444
G000008525	444
G000740095	444
G000009305	444
G000017465	-1
G001298465	-1
G000495505	-1
G001643955	-1
G000017585	-1
G001190745	-1
G900065885	-1
G006864425	-1
G006864535	-1
G000014025	-1
G000830175	-1
G001469005	-1
G001627675	-1
G001627765	-1
G001627865	445
G001627845	445
G001627795	445
G001627735	445
G001627815	445
G001627835	445
G001627755	445
G003015145	-1
G003516275	-1
G000026005	-1
G000964795	-1
G902618535	-1
G902622235	-1
G902523445	-1
G902536655	-1
G902533395	-1
G902579395	-1
G902536315	-1
G902603525	-1
G902602585	-1
G902607435	-1
G902607595	-1
G902635455	-1
G902624455	-1
G000371825	-1
G000419485	-1
G000163555	-1
G902561535	-1
G000195085	-1
G000750175	-1
G902530215	-1
G000384615	-1
G003278095	-1
G004212735	-1
G902596655	-1
G000426505	-1
G012103325	-1
G902570885	-1
G006739055	-1
G000423185	-1
G002898275	-1
G000616095	-1
G009882915	-1
G005144965	-1
G001644385	-1
G011761565	-1
G000428465	-1
G902627495	-1
G009693245	-1
G003851125	-1
G009937995	-1
G005881595	-1
G002355735	-1
G004298065	-1
G001629435	-1
G009842245	-1
G009845835	-1
G902595225	-1
G902632495	-1
G902613735	-1
G902634425	-1
G902512375	-1
G003567955	-1
G004684205	-1
G012965065	-1
G009671245	-1
G002995625	-1
G003015185	-1
G004798975	-1
G000014785	-1
G000153205	-1
G001614315	-1
G003022425	-1
G001730015	-1
G002281735	-1
G902603495	-1
G902628335	-1
G902587545	446
G003279605	446
G001720395	-1
G001932835	447
G000756415	447
G001932875	447
G001534725	447
G001932815	447
G001514395	447
G000300295	447
G000576045	447
G001932955	447
G001932595	447
G000756435	447
G001932735	447
G001932775	447
G001932755	447
G000401515	447
G000297215	447
G001932795	447
G902563055	-1
G902827015	-1
G007571095	-1
G003696665	-1
G003151735	-1
G003164295	-1
G009786255	-1
G009787175	-1
G011367965	-1
G012511995	-1
G007571005	-1
G000148385	-1
G001316145	-1
G001315985	-1
G001316265	-1
G002495325	-1
G000336655	-1
G000337895	-1
G000230735	-1
G000337215	-1
G000306725	-1
G001577565	-1
G900114835	-1
G900100715	448
G000504205	448
G000970325	-1
G001889405	-1
G001714685	-1
G003164755	-1
G000979455	-1
G000970285	-1
G000979555	449
G000978945	449
G000978935	449
G000979825	449
G000979675	449
G000978955	449
G000970245	449
G000979095	449
G000979895	449
G000979105	449
G000979185	449
G000979995	449
G000979015	449
G000970165	449
G000979755	449
G000341715	449
G000970205	449
G000970185	449
G000997745	450
G000997025	450
G001773385	450
G001773275	451
G000998555	451
G000996895	451
G000996615	451
G000997865	451
G000997545	451
G000997145	451
G000997615	451
G000995715	451
G001773035	451
G000994825	451
G000997795	451
G001773395	452
G001773175	452
G001772795	452
G001772775	452
G000999585	453
G000998705	453
G000503835	453
G000999385	453
G000998145	453
G001000215	453
G000999405	453
G000995235	453
G000999305	453
G000997875	453
G000999505	453
G001000705	453
G001773115	453
G001783885	-1
G001784095	-1
G001783805	454
G001782525	454
G000992095	455
G000990055	455
G001782645	455
G001784125	-1
G001779015	-1
G001779135	456
G000993925	456
G001003345	-1
G001779455	-1
G001780985	-1
G002348835	-1
G001567245	-1
G001789515	457
G001788235	457
G001788165	-1
G001789875	458
G001787915	458
G001789435	458
G001789715	458
G001788095	458
G001790005	458
G000990445	-1
G002329205	-1
G009776965	-1
G001873665	-1
G009885205	-1
G001002525	459
G001002325	459
G000998545	459
G001773795	459
G001792425	-1
G002430735	-1
G000995185	-1
G001793475	460
G001793335	460
G001791815	-1
G001793695	461
G001793345	461
G002746885	-1
G003251875	-1
G003516025	-1
G000803625	-1
G010202645	-1
G009929655	-1
G010014515	-1
G001003725	-1
G003104935	-1
G001817295	-1
G002687175	-1
G000992955	-1
G000996245	462
G000993485	462
G001778285	463
G001778085	463
G001001705	-1
G001001845	-1
G001001925	464
G001001655	464
G001791475	-1
G000992325	-1
G001794455	-1
G001795625	465
G001794435	465
G001794145	465
G001823235	-1
G001823295	466
G001823165	466
G002070005	-1
G003557645	-1
G002790255	-1
G002793605	-1
G001823415	-1
G001779505	-1
G001820675	-1
G001820775	467
G000998135	467
G001822305	467
G001822415	-1
G001819785	-1
G001819815	468
G001819735	468
G001778785	-1
G001780695	469
G001780445	469
G001778595	469
G011373805	-1
G001825485	-1
G001899425	470
G000437655	470
G001917115	470
G001899365	470
G000433095	470
G000737595	-1
G000153805	471
G000012505	471
G003215655	-1
G003017785	-1
G001548395	-1
G012031415	-1
G001939115	-1
G900149785	472
G001314905	472
G009839725	-1
G009838735	-1
G009838915	-1
G002238425	-1
G002713775	-1
G009692865	-1
G009391235	-1
G003228195	-1
G009392515	-1
G009391225	-1
G009841605	-1
G012959315	-1
G001796725	-1
G003171355	-1
G001795275	-1
G003552125	-1
G007129495	-1
G002440925	-1
G009778865	-1
G009841145	-1
G001303105	-1
G001796945	-1
G011367385	-1
G002727295	-1
G003670425	-1
G001413985	-1
G001507665	473
G001007995	473
G000420025	-1
G000519325	-1
G000424625	-1
G000688095	-1
G000023845	-1
G001486445	-1
G000478885	-1
G003340345	-1
G000179715	-1
G000178335	474
G000159235	474
G001049775	474
G001562845	474
G009695875	-1
G003166715	-1
G009925815	-1
G001439005	475
G001438985	475
G003577145	-1
G000372185	-1
G000384535	-1
G000378885	-1
G000438965	-1
G001438925	476
G001437635	476
G001437695	-1
G010030895	-1
G001438395	477
G001437905	477
G001439225	477
G001437855	477
G001437755	477
G001439085	477
G000024385	-1
G001570525	-1
G000715975	-1
G000744815	-1
G000380165	-1
G000428945	-1
G000284015	-1
G000582785	-1
G000429025	-1
G000620785	-1
G000718005	-1
G001941645	-1
G003600225	-1
G900129375	-1
G001651825	-1
G001293125	478
G001281505	478
G000092825	-1
G000185725	-1
G000270245	-1
G004364645	-1
G002250475	-1
G011751845	-1
G007197575	-1
G009602515	-1
G000421185	-1
G000298175	-1
G001021715	479
G000725405	479
G900163655	-1
G000485475	-1
G000314575	-1
G001729525	480
G001606005	480
G001854225	-1
G009923455	-1
G000007485	-1
G000231385	-1
G000235605	-1
G000016165	-1
G000315365	-1
G009711705	-1
G000426665	481
G000187125	481
G000287655	481
G000381005	-1
G000350165	-1
G000806225	482
G000147695	482
G001508895	483
G001508735	483
G006016075	-1
G900129265	484
G000430995	484
G000283555	-1
G000284435	485
G000225365	485
G000252785	485
G000252765	485
G000270205	485
G000252725	485
G000252685	485
G000252665	485
G000252745	485
G000252705	485
G000709435	485
G002838815	-1
G008086585	-1
G009362815	-1
G000152245	-1
G001263355	-1
G902773665	-1
G900103005	-1
G900142285	-1
G000163895	-1
G000196455	-1
G000597865	-1
G000699585	-1
G900095305	-1
G003488845	-1
G900549925	-1
G900553625	486
G000433915	486
G000331995	-1
G001513105	-1
G001512555	-1
G900142095	-1
G000621505	487
G000350485	487
G000421965	488
G000175795	488
G000526495	488
G000022065	488
G002897015	-1
G003337415	-1
G001512425	-1
G001262605	489
G000745845	489
G900099715	-1
G001552885	-1
G002998295	-1
G900066905	-1
G900604345	-1
G902784635	-1
G902765005	-1
G009780875	-1
G004134775	-1
G902787525	-1
G004558105	-1
G902792225	-1
G001725215	-1
G902364485	-1
G004555965	-1
G009780275	-1
G001604045	-1
G003343605	-1
G902373415	-1
G000178115	-1
G000953215	-1
G002161055	-1
G001282685	-1
G001983455	-1
G004342165	-1
G001399675	-1
G003584005	-1
G000702485	-1
G002245355	-1
G003046315	-1
G900102685	-1
G900156615	490
G000213595	490
G001015055	-1
G006170445	-1
G001645205	491
G000733515	491
G001696705	491
G000219535	491
G000374385	491
G003710825	-1
G000798955	-1
G001456895	492
G000414195	492
G001650325	492
G000019905	492
G001766415	493
G000411915	493
G000702585	493
G001909285	493
G000190435	-1
G001603115	-1
G000447675	-1
G000755145	494
G000008185	494
G000008605	-1
G000513775	-1
G902791665	-1
G902799385	-1
G000382685	-1
G000383755	-1
G000172555	-1
G003218935	-1
G003134765	-1
G003167555	-1
G003167365	-1
G012960505	-1
G009937455	-1
G012959525	-1
G012960475	-1
G902582415	-1
G001824605	-1
G002443295	-1
G000296795	-1
G000949635	-1
G011362365	-1
G900696535	-1
G003695305	-1
G011369955	-1
G011053305	-1
G009782055	-1
G002343075	-1
G011388905	-1
G011358525	-1
G011367345	-1
G000284115	-1
G003693915	-1
G002418285	-1
G001610895	-1
G001956985	-1
G009918525	-1
G901538355	-1
G002279375	-1
G011368275	-1
G003484425	-1
G003669285	-1
G011634775	-1
G009922585	-1
G012270345	-1
G002405515	-1
G002277955	-1
G012798155	-1
G001828265	-1
G003153375	-1
G002723275	-1
G001805465	-1
G001805765	-1
G002238605	-1
G011390935	-1
G001918525	-1
G003222085	-1
G001771235	-1
G011046315	-1
G001643615	-1
G004356135	-1
G003576975	-1
G011375275	-1
G001577215	-1
G001509335	495
G001508355	495
G011046365	-1
G004124295	-1
G002869275	-1
G000020525	-1
G002763895	-1
G011051285	-1
G013042435	-1
G001931505	-1
G005144585	-1
G001769835	-1
G001769975	-1
G001771825	496
G001770105	496
G001770015	496
G001769995	496
G003569385	-1
G900169565	-1
G001273775	-1
G001458695	-1
G011050745	-1
G001803685	-1
G001803635	497
G001803605	497
G001805185	-1
G001803645	-1
G002839535	-1
G001803785	-1
G001773915	-1
G001773925	-1
G011049545	-1
G004298115	-1
G012516935	-1
G009026165	-1
G011525905	-1
G003222245	-1
G011054475	-1
G003225365	-1
G004298155	-1
G011056285	-1
G001829835	-1
G001830835	498
G001797945	498
G011039135	-1
G000331025	-1
G000425265	-1
G000189295	-1
G008001235	-1
G001750995	-1
G001751145	499
G001750925	499
G000426225	-1
G006175995	-1
G000429925	-1
G001443525	-1
G001854245	-1
G003851005	-1
G000007905	-1
G003364195	-1
G900198645	-1
G000507845	-1
G000507865	-1
G004368235	-1
G000237285	-1
G003015205	-1
G000620965	-1
G000621005	-1
G004378855	-1
G000585195	-1
G004347735	500
G000747095	500
G009258225	-1
G012277295	-1
G000825765	501
G000012565	501
G000632845	502
G000508225	502
G000013145	502
G000215505	503
G000020305	503
G000172495	503
G000215485	503
G000172515	503
G000215525	503
G000011945	503
G000215605	503
G000172475	503
G000495535	503
G000495495	503
G000215565	503
G000024505	503
G902582545	-1
G902553945	-1
G902544065	-1
G902588625	-1
G902607125	-1
G000513075	-1
G902603215	-1
G002690045	-1
G002695035	-1
G003241285	-1
G002167715	-1
G900696495	-1
G003282865	-1
G902556025	-1
G902551045	-1
G902583715	-1
G001627705	-1
G902524625	-1
G902565435	-1
G002168115	-1
G902725215	-1
G900079695	-1
G000171835	-1
G003385955	-1
G009711445	-1
G004005845	-1
G012926505	-1
G000518365	-1
G005883105	-1
G000427665	-1
G900187945	-1
G003253705	-1
G000759655	-1
G003352165	-1
G000710935	-1
G004341375	-1
G003688555	-1
G009733745	-1
G005281615	-1
G900115065	-1
G003240835	-1
G002704665	-1
G902601765	-1
G009377585	-1
G902825845	-1
G003967275	-1
G008923285	-1
G001645185	-1
G003112435	-1
G003864995	-1
G001770575	-1
G005881575	-1
G009938305	-1
G001629475	-1
G001629515	-1
G000160655	-1
G000239355	-1
G000015345	-1
G902591145	-1
G902525735	-1
G902580155	504
G003280455	504
G003326015	-1
G000205985	-1
G900180365	-1
G900112445	505
G000227665	505
G000214825	505
G012999505	-1
G002717445	-1
G001629365	506
G001629325	506
G002000055	-1
G002591915	-1
G012272825	-1
G003232965	-1
G000015585	-1
G002356555	-1
G010993615	507
G000374645	507
G002215215	-1
G002746645	-1
G000024765	-1
G011389965	508
G001469965	508
G000155715	-1
G011389995	-1
G003751635	-1
G008501635	-1
G900112605	-1
G902539805	-1
G902628375	-1
G902607555	509
G001628005	509
G001431315	-1
G002707205	-1
G002700945	-1
G003336225	-1
G000299915	-1
G000875775	-1
G000328945	510
G000299365	510
G000484975	-1
G001510275	-1
G000337195	-1
G000731985	-1
G000383975	-1
G001971705	-1
G000337415	-1
G000746205	-1
G000765475	-1
G900111645	-1
G001888095	-1
G001683555	511
G001577555	511
G001726015	511
G002503455	-1
G001402855	512
G000969925	512
G000969885	512
G001512365	512
G001304615	512
G000970305	-1
G000970265	-1
G000970005	513
G000969965	513
G000994635	-1
G001782595	514
G001782265	514
G001782395	514
G001782735	514
G000996635	514
G001784045	514
G001783845	514
G002785215	515
G001871285	515
G001779055	-1
G001779255	516
G001779115	516
G001779275	516
G001779385	516
G001779265	516
G001873595	-1
G000998025	-1
G001001365	517
G001001055	517
G001001485	517
G001001635	517
G001001715	517
G001001125	518
G000998715	518
G001000965	518
G001000665	518
G001000245	518
G000998105	518
G001773815	-1
G001792005	-1
G001793635	519
G000989245	519
G002427855	-1
G002792275	-1
G004561445	-1
G009783305	-1
G007845485	-1
G012510635	-1
G002316545	-1
G003246575	-1
G000463895	-1
G002787405	-1
G001817415	-1
G001817385	-1
G001817585	520
G001817495	520
G001780235	-1
G002773655	-1
G002306385	-1
G000996105	-1
G000996735	-1
G001791115	-1
G001791135	-1
G002070095	-1
G003507445	-1
G000991525	521
G000991495	521
G000991245	521
G000990595	521
G002327845	-1
G002340425	-1
G003561035	-1
G001820355	522
G000989435	522
G001003225	-1
G003559065	-1
G011370685	-1
G001000105	523
G000994475	523
G001793865	524
G001793815	524
G001817735	-1
G001818015	525
G001817925	525
G001822325	-1
G001820685	526
G001820565	526
G001003045	526
G001780635	527
G001780475	527
G001780555	527
G001780415	527
G001780775	527
G001778855	527
G001778735	-1
G001780565	528
G001778955	528
G001778555	528
G001778875	528
G001000585	528
G001001285	529
G000994865	529
G000998195	529
G001778615	530
G001778435	530
G001780595	530
G000999145	530
G000999085	530
G001000005	530
G001780645	531
G001778465	531
G001778635	531
G001780725	532
G001778395	532
G001780605	532
G001780425	532
G001778935	532
G001778755	532
G001778655	532
G000998125	532
G001778415	532
G001002485	532
G001000285	532
G003599625	-1
G000996035	533
G000993875	533
G000995735	533
G000993845	533
G000994355	533
G007375595	-1
G000437435	-1
G001765415	534
G000431115	534
G012911975	-1
G000763385	535
G000309385	535
G012034615	-1
G000332355	-1
G001657325	-1
G007126855	-1
G009840945	-1
G902827055	-1
G009391775	-1
G009692665	-1
G009693055	-1
G009391935	-1
G000383835	-1
G009391535	-1
G002713785	-1
G001795315	-1
G001872925	-1
G009619075	-1
G001794985	-1
G003552785	-1
G003563865	-1
G009776515	-1
G000830885	536
G000741845	536
G001761445	536
G000009025	536
G001515295	536
G000341655	536
G001547795	536
G002021775	536
G002007845	536
G000025585	536
G001460955	536
G000341695	536
G001678035	536
G000016705	536
G002007905	536
G002007825	536
G001678055	536
G000830905	536
G000011905	536
G001459095	536
G001889305	536
G000830925	536
G000499365	536
G001010485	536
G000025025	536
G003569045	-1
G012031655	-1
G001567085	-1
G900066015	-1
G001795045	-1
G001796965	-1
G001795155	-1
G000403355	-1
G000422625	-1
G000270285	-1
G003163295	-1
G003169375	-1
G000455525	-1
G001025035	-1
G009844745	-1
G000372025	-1
G000372265	-1
G001437665	-1
G001438315	-1
G001439025	-1
G000378865	-1
G000378925	-1
G002288005	537
G000754505	537
G000341105	-1
G000341205	538
G000341185	538
G000826685	-1
G000341025	-1
G000341145	539
G000340965	539
G000518265	-1
G000092645	-1
G900100605	-1
G000744705	-1
G000787835	540
G000787795	540
G000744655	540
G001418575	-1
G000240165	-1
G000379685	-1
G007483665	-1
G000717135	-1
G011764445	-1
G000062885	-1
G009664835	-1
G000720955	-1
G002155995	-1
G005405885	-1
G000379465	-1
G000349585	-1
G000214175	-1
G900105065	-1
G900110855	-1
G006716235	-1
G009781325	-1
G000312105	-1
G004168035	-1
G008087345	-1
G900067705	-1
G000224715	-1
G000421245	-1
G006716205	-1
G012927555	-1
G009299795	-1
G000759715	-1
G002090115	-1
G000975095	-1
G000975115	-1
G002259595	-1
G000285835	-1
