SequenceName	ClusterNumber
G001627975	660
G001767955	661
G001767865	661
G001768925	661
G001768805	661
G009924125	661
G902520055	-1
G902557845	-1
G902589415	-1
G902615805	662
G902579545	662
G902622235	663
G902618535	663
G902547955	663
G902563505	663
G902544525	-1
G001898075	-1
G000469665	664
G000388175	664
G902610965	-1
G902615325	-1
G902619615	665
G000383115	665
G902780085	-1
G902793695	-1
G900538765	-1
G004297545	-1
G006226225	-1
G001510185	-1
G902601735	-1
G002937505	-1
G012103305	-1
G007992495	666
G000312425	666
G008039615	666
G003576705	667
G002796975	667
G000376945	-1
G001643475	-1
G009842505	-1
G012103415	668
G001543005	668
G002922735	-1
G004341245	-1
G001697225	-1
G003589585	-1
G000241145	669
G000204585	669
G000220175	669
G001800745	-1
G001800825	670
G001800795	670
G000416085	-1
G001564135	-1
G003697845	671
G000496175	671
G900196725	672
G000685155	672
G007280025	673
G001317315	673
G000196655	-1
G003838235	674
G000217995	674
G000970045	-1
G012798315	-1
G001773065	675
G001773015	675
G001773055	675
G001773375	675
G001773145	675
G001773225	675
G000995905	676
G000995285	676
G001782235	677
G001782125	677
G001782435	678
G001782115	678
G001782605	678
G000993335	678
G001782675	678
G001784055	679
G001783905	679
G001784115	680
G001782445	680
G001782205	680
G001783775	680
G001782355	680
G001782685	680
G001781995	-1
G002784865	-1
G001783975	681
G001782085	681
G001782295	681
G001782475	681
G001780865	-1
G000995105	-1
G012797845	-1
G012798485	-1
G011329435	-1
G001871835	682
G000995585	682
G000404945	-1
G001774555	683
G001774535	683
G001776225	683
G001000745	684
G001000475	684
G001816915	-1
G001816955	685
G001816585	685
G002778795	-1
G002779295	-1
G002345725	-1
G000402715	-1
G000997915	-1
G001816455	686
G001816425	686
G001816555	686
G002787035	-1
G001787755	687
G001787725	687
G001787795	687
G001789125	687
G001789165	687
G001004775	687
G001004735	687
G001004835	687
G002742875	-1
G900299395	-1
G002952755	-1
G007845205	-1
G001004025	688
G001003705	688
G001791465	-1
G001791575	689
G001791375	689
G001791245	689
G001871365	-1
G001817505	-1
G002068915	-1
G001780195	-1
G005239895	-1
G002772895	-1
G001784715	690
G001784695	690
G002782305	691
G001873875	691
G001873245	691
G003251635	-1
G001003855	692
G001003065	692
G001001345	692
G001001155	692
G012797475	-1
G000991525	693
G000991495	693
G000991245	693
G000990595	693
G003507445	693
G000992325	693
G000991645	693
G000991325	693
G000991815	693
G000992565	693
G000992165	693
G001794025	-1
G001795695	-1
G001795955	-1
G001794755	694
G001794485	694
G001795875	694
G001794595	694
G001795655	695
G001794215	695
G001794475	695
G000994085	695
G001795975	696
G001794065	696
G001794205	696
G001820015	-1
G001821835	697
G001820055	697
G001821845	697
G001819975	697
G002923395	-1
G001775785	-1
G000998395	698
G000998315	698
G000998845	698
G000994805	698
G001774195	698
G011388375	-1
G001824435	699
G001824395	699
G001822425	-1
G001004435	700
G001004285	700
G001822215	-1
G001819875	-1
G001819695	-1
G001821615	-1
G000997345	-1
G001820815	-1
G002481925	701
G001899395	701
G000737535	702
G000515235	702
G902616255	702
G000737575	702
G001632075	703
G000011485	703
G001632145	703
G001632125	703
G001632005	703
G001632025	703
G001631985	703
G000015705	703
G001631965	703
G010671965	-1
G000482245	704
G000316115	704
G010671975	704
G001314865	704
G000155595	704
G000763385	705
G000309385	705
G012911975	705
G003017785	705
G002075285	705
G010671905	705
G000332095	705
G001303625	706
G001302685	706
G009692825	-1
G009693015	-1
G001796575	-1
G003229915	-1
G001304345	-1
G012974295	-1
G011047295	-1
G011388385	-1
G011334325	-1
G011370635	-1
G002084875	-1
G012032575	-1
G003697425	-1
G007119465	-1
G011370065	-1
G011362935	-1
G012032115	-1
G012931985	-1
G011048175	-1
G009699615	-1
G002417975	-1
G000814825	-1
G001552935	-1
G011039075	707
G003612475	707
G000422625	708
G000403355	708
G000478885	708
G009911695	708
G005046025	708
G011038975	708
G011038935	-1
G900606105	709
G002159625	709
G001494635	709
G000752675	709
G000758945	710
G000565075	710
G000564995	710
G000024225	710
G001813205	710
G000174015	710
G000411555	710
G902779675	711
G902764955	711
G004366215	712
G000023265	712
G000949255	713
G000745905	713
G003163095	714
G003159935	714
G000350145	715
G000348785	715
G010029295	716
G001510335	716
G009923785	717
G004379135	717
G010031725	718
G010031245	718
G009836375	-1
G009377505	-1
G010025915	-1
G001439025	719
G001438315	719
G001437665	719
G001437695	719
G001439355	719
G001439035	719
G001437845	719
G003168255	-1
G007827045	720
G003166175	720
G003002095	-1
G000341005	721
G000294515	721
G000341085	721
G000341065	721
G000092985	721
G001279585	721
G000515115	721
G000341125	721
G000341145	721
G000340965	721
G000341025	721
G000981225	721
G000341165	721
G000826685	721
G000341205	721
G000341185	721
G000341105	721
G000012405	721
G000468475	722
G000425065	722
G000718255	722
G000381885	722
G000374305	722
G001552635	722
G000518265	722
G000024385	722
G003751225	722
G006716425	722
G001696485	723
G001653075	723
G000721075	723
G000024865	723
G000725485	723
G000379885	723
G001417755	723
G900100605	723
G000715975	723
G000718475	723
G000511135	723
G001552515	723
G000092645	723
G001570525	723
G003594875	723
G000372745	-1
G000379825	-1
G004006015	-1
G000372465	724
G000024345	724
G009711615	725
G000711975	725
G000315365	726
G000016165	726
G000215085	726
G000214435	726
G000024205	-1
G000433275	727
G000160055	727
G001553355	727
G900543165	728
G000434475	728
G000242435	728
G900343095	728
G000435155	728
G900102435	729
G000169155	729
G004339805	729
G003966895	730
G000445445	730
G900476375	730
G900129225	-1
G001515955	-1
G001797185	-1
G001512625	-1
G900553945	-1
G001603035	-1
G001678845	731
G000981035	731
G002874775	-1
G001941225	732
G000431615	732
G009788085	-1
G003556225	-1
G003605065	-1
G900142255	-1
G900107035	733
G000294675	733
G001447355	733
G000024285	733
G000444055	733
G001552255	734
G000430585	734
G900538055	-1
G900100065	735
G000878905	735
G000878885	735
G000466385	735
G001439585	735
G001015055	735
G000430625	735
G004522215	735
G001748185	736
G000296715	736
G000282075	736
G001423865	736
G001039275	736
G001649505	736
G000010165	736
G000346255	736
G001012775	736
G000612125	736
G001187725	736
G900114075	736
G001420695	736
G000503775	736
G000738785	736
G000353565	736
G000612185	736
G000948185	736
G000454065	736
G003710825	736
G001645205	736
G000733515	736
G001696705	736
G000219535	736
G000374385	736
G006170445	736
G003963515	736
G000311785	736
G010078385	737
G004115085	737
G000615945	738
G000218765	738
G000236685	-1
G002084135	-1
G008329965	739
G003346715	739
G000143985	-1
G011046055	-1
G011329335	-1
G000184345	740
G000147075	740
G001830155	-1
G000297095	741
G000214375	741
G000214355	741
G001603145	-1
G000829755	-1
G000237205	-1
G002401865	-1
G001464115	-1
G001796315	742
G001796185	742
G001796175	742
G001796065	742
G001796275	742
G001796095	742
G001796105	742
G002069785	-1
G900549045	-1
G902800385	-1
G009772895	-1
G010500615	-1
G002690565	-1
G000383755	743
G000382685	743
G000382665	743
G902569115	743
G002686885	-1
G000385295	744
G000383715	744
G002170545	-1
G011368065	-1
G001318295	-1
G001613545	-1
G009924665	-1
G009885995	745
G000173075	745
G003167635	-1
G009936715	-1
G007125835	-1
G010681825	-1
G002343845	-1
G002684655	-1
G002748355	-1
G011321845	-1
G011525785	-1
G001303885	-1
G012728835	-1
G004282745	-1
G002443295	746
G001824605	746
G001723765	746
G008636105	746
G000315095	-1
G012514125	-1
G012729815	-1
G009908915	-1
G011682385	-1
G000186345	-1
G011046935	-1
G003508595	-1
G007747995	-1
G001804395	-1
G001805855	747
G001805565	747
G001806075	748
G001804445	748
G003499645	749
G001806055	749
G003598135	-1
G000980765	-1
G000980745	750
G000980735	750
G001303225	-1
G011358805	-1
G011370735	-1
G011051175	-1
G001773465	-1
G001775365	-1
G001304315	-1
G001775355	-1
G001304225	-1
G011772335	751
G001304155	751
G002919185	-1
G003232955	-1
G001724275	-1
G902825965	752
G002737375	752
G011362545	-1
G002709665	-1
G002727195	753
G002714465	753
G012960645	754
G009841115	754
G001771055	-1
G003695285	-1
G004005565	-1
G006517175	-1
G009782175	-1
G003155895	-1
G900112715	-1
G007131285	-1
G002085155	-1
G002778785	-1
G011087955	-1
G002713145	-1
G902500695	-1
G005877605	755
G001917575	755
G001805245	755
G002011735	-1
G000960725	-1
G001541255	756
G000714715	756
G002897855	-1
G002897935	757
G002011745	757
G000423865	758
G000020985	758
G002011815	-1
G003220655	-1
G002070465	-1
G003426165	-1
G011053475	-1
G002714165	-1
G003820265	-1
G004356905	-1
G011047965	-1
G002771815	759
G001873675	759
G011046295	-1
G001798915	760
G001797845	760
G011371695	-1
G000430005	-1
G900079685	-1
G900188225	761
G000422565	761
G011055415	-1
G011364275	762
G001548275	762
G900143695	763
G010646885	763
G000179315	-1
G900258555	-1
G000422285	-1
G001874005	-1
G001735855	-1
G003963225	-1
G002272925	-1
G002019815	764
G000705255	764
G001298465	765
G000017465	765
G012978615	765
G900446595	-1
G002245935	-1
G008633865	-1
G000583775	766
G000314405	766
G001483845	766
G002019865	766
G001497255	766
G008349105	766
G000509875	766
G004378855	766
G000621005	766
G000620965	766
G004323845	766
G001878855	-1
G000585155	767
G000522465	767
G000585195	767
G000014025	767
G000284235	767
G000186245	-1
G000830255	-1
G000484715	-1
G000213355	768
G000213335	768
G009921385	-1
G009925685	-1
G000512675	-1
G000022525	769
G000013165	769
G001593535	769
G000632985	769
G902526175	-1
G902588915	-1
G902524895	-1
G902615335	770
G902525415	770
G902595755	-1
G902579395	771
G902533395	771
G902536655	771
G902523445	771
G902529795	772
G000299115	772
G902521155	773
G004321805	773
G902621175	774
G902613325	774
G902603525	775
G902536315	775
G902621295	775
G902585395	-1
G902577425	-1
G902556475	-1
G000419485	776
G000371825	776
G002688585	776
G902510515	-1
G003278095	777
G000384615	777
G000421325	777
G900551585	778
G000432275	778
G001917125	779
G000980655	779
G000436195	779
G902778645	779
G002699085	-1
G009995245	-1
G902518965	780
G000238815	780
G902625725	781
G902622515	781
G001643485	-1
G002239065	-1
G003326595	782
G000421265	782
G000763295	782
G000300275	782
G000300235	782
G002238725	-1
G009649675	-1
G000264455	-1
G000378465	-1
G001664005	-1
G009882915	783
G000616095	783
G900172325	783
G005849285	784
G002740695	784
G005503445	-1
G009746125	-1
G005881895	785
G005881635	785
G002355415	786
G001785035	786
G004298065	787
G002355735	787
G001304215	787
G010025385	788
G002420765	788
G000510805	-1
G001634425	789
G000334955	789
G001632485	789
G000375345	789
G002006795	789
G009362845	-1
G902634425	790
G902613735	790
G902632495	790
G902595225	790
G012032855	-1
G001051235	791
G000531125	791
G001628405	792
G001281385	792
G003326015	792
G902512375	792
G000372785	792
G002281095	-1
G900110585	-1
G009184365	793
G003399765	793
G003696645	-1
G003164295	794
G003151735	794
G003133625	794
G000200715	-1
G003724275	-1
G012271275	-1
G900620265	795
G003724235	795
G003248015	-1
G001563305	-1
G006954425	796
G002506425	796
G009777615	797
G000800805	797
G009742825	-1
G001896725	798
G000328665	798
G900100715	799
G000504205	799
G900114835	799
G001577565	799
G000306725	799
G900111645	800
G000765475	800
G000970325	800
G000013725	800
G001683555	801
G001577555	801
G001726015	801
G001888095	801
G001889405	801
G000025865	801
G000979555	802
G000978945	802
G000978935	802
G000979825	802
G000979675	802
G000978955	802
G000970245	802
G000979095	802
G000979895	802
G000979105	802
G000979185	802
G000979995	802
G000979015	802
G000970165	802
G000979755	802
G000341715	802
G000970205	802
G000970185	802
G000970285	802
G000970005	802
G000969965	802
G000970265	802
G000979455	802
G000970125	802
G000970085	802
G000970145	802
G000007345	802
G001773295	-1
G003599255	-1
G000999585	803
G000998705	803
G000503835	803
G000999385	803
G000998145	803
G001000215	803
G000999405	803
G000995235	803
G000999305	803
G000997875	803
G000999505	803
G001000705	803
G001773115	803
G001773395	803
G001773175	803
G001772795	803
G001772775	803
G001773275	803
G000998555	803
G000996895	803
G000996615	803
G000997865	803
G000997545	803
G000997145	803
G000997615	803
G000995715	803
G001773035	803
G000994825	803
G000997795	803
G000997745	803
G000997025	803
G001773385	803
G001777335	804
G001776635	804
G001777375	805
G001776945	805
G001776735	805
G001777455	805
G001783995	-1
G000380825	-1
G001782415	806
G001782045	806
G001782495	806
G001782035	806
G001782565	-1
G001779195	-1
G000990205	-1
G000998825	807
G000998235	807
G001779065	-1
G001779095	-1
G000993445	-1
G001000435	808
G000999165	808
G000998865	808
G001003305	-1
G001789935	809
G001788225	809
G001789775	810
G001789445	810
G001787945	810
G001789955	810
G001789995	811
G001789805	811
G001788125	812
G001787965	812
G001790035	812
G001789965	812
G001789795	812
G001789535	812
G001789475	812
G001002355	-1
G001002845	-1
G003576945	-1
G001002415	813
G001002205	813
G001002345	813
G001000205	813
G001002885	813
G001000465	813
G001002785	813
G000998275	814
G000997955	814
G000997565	814
G000995475	814
G000996665	814
G000994325	814
G002412665	814
G001803415	-1
G003247275	-1
G001803505	-1
G001803475	815
G001803465	815
G001001575	816
G001000345	816
G001788675	816
G001002285	817
G001001445	817
G001002295	817
G001787315	817
G002305195	-1
G000992285	818
G000989305	818
G000992605	818
G001002035	819
G001001555	819
G001002655	819
G000999805	819
G001002455	820
G001002405	820
G001001455	820
G001003245	820
G001773695	821
G001773615	821
G001773775	-1
G002686465	-1
G001793185	822
G001792465	822
G001793005	823
G001792335	823
G001792495	823
G001793395	-1
G001792035	824
G001791965	824
G003164595	-1
G004151455	-1
G010014525	-1
G009778675	-1
G002774585	-1
G003597955	-1
G001818815	-1
G002790455	-1
G001818775	-1
G001818735	825
G001818315	825
G001818755	825
G001818335	825
G001783595	-1
G001783645	826
G001783635	826
G001781935	826
G000998185	826
G001818395	827
G001818365	827
G002773845	-1
G003599635	-1
G011046145	-1
G001778235	828
G001778075	828
G001778155	828
G001780315	828
G009937645	-1
G002793855	-1
G001791385	829
G001790975	829
G001791155	829
G001791535	829
G001002965	829
G001791425	829
G001794015	-1
G001794295	-1
G001794695	830
G001794125	830
G001794575	830
G001795855	830
G001794385	830
G001794735	830
G001794675	830
G001794055	830
G001003905	831
G001003785	831
G001004055	831
G000997465	-1
G011368245	-1
G011056225	832
G002898235	832
G001001185	-1
G001817215	-1
G001872485	-1
G001002925	833
G001001795	833
G001001625	-1
G001822345	-1
G001820655	-1
G001822295	834
G001820725	834
G001822375	834
G001822455	834
G001822385	-1
G001820715	835
G001820635	835
G002793915	-1
G001819815	836
G001819735	836
G001819785	836
G001821725	836
G009691385	-1
G001821685	837
G001819855	837
G001821755	837
G001003085	837
G001819905	837
G001821795	837
G001819395	-1
G000998435	-1
G001780515	-1
G002793575	-1
G002772825	-1
G001899335	-1
G001899425	838
G000437655	838
G001917115	838
G001899365	838
G000433095	838
G001765415	838
G000431115	838
G000437435	838
G000431315	838
G003210795	839
G000195975	839
G003216155	-1
G000775285	-1
G900149785	840
G001314905	840
G001657325	840
G000332355	840
G001870905	840
G002898715	841
G002898615	841
G009377665	-1
G009377745	-1
G002717085	-1
G001795035	-1
G001796685	-1
G001796595	-1
G003650225	-1
G002842085	842
G002068935	842
G012514695	-1
G011048615	843
G003647875	843
G000519325	844
G000420025	844
G000240225	844
G004561695	-1
G900110565	845
G001643775	845
G001486445	845
G000023845	845
G011040415	846
G009911385	846
G003612515	846
G002480845	-1
G009924255	-1
G001510385	-1
G004364865	847
G002748455	847
G003569125	848
G001437825	848
G001439005	849
G001438985	849
G009925815	849
G001437765	849
G902589295	850
G000817105	850
G902597455	851
G902553995	851
G000384535	852
G000372185	852
G002288385	852
G000485495	-1
G001879105	-1
G005885555	-1
G011947235	853
G000716715	853
G004363095	854
G000379625	854
G007362775	-1
G900110855	855
G900105065	855
G000270245	855
G009299835	855
G009377795	-1
G000023925	-1
G000421245	856
G000224715	856
G000421185	856
G009602515	856
G007197575	856
G900070355	-1
G000208405	-1
G001047375	-1
G000284435	857
G000225365	857
G000252785	857
G000252765	857
G000270205	857
G000252725	857
G000252685	857
G000252665	857
G000252745	857
G000252705	857
G000709435	857
G000283555	857
G001655775	857
G000154825	-1
G009776955	-1
G000309315	-1
G900142005	858
G001509345	858
G900552765	859
G900552655	859
G001513105	860
G000331995	860
G001512485	860
G000421965	861
G000175795	861
G000526495	861
G000022065	861
G000621505	861
G000350485	861
G003208175	861
G001604185	862
G001604165	862
G000025225	-1
G002419365	-1
G008680595	-1
G001767765	-1
G001606065	863
G000753855	863
G001187615	863
G000763315	863
G000421885	863
G003856495	863
G900110165	863
G004341825	863
G900114055	863
G005938195	864
G002507565	864
G001604325	-1
G001603115	865
G000190435	865
G003429665	865
G000507245	-1
G000758165	-1
G007694005	-1
G001604385	-1
G001604425	-1
G002069655	-1
G000468055	866
G000413055	866
G001897185	867
G000756735	867
G002298665	-1
G900320855	868
G004551905	868
G902799385	868
G002449695	868
G000025905	-1
G003185655	-1
G902726595	869
G001439535	869
G902516225	870
G002862945	870
G902552915	-1
G902631675	-1
G011327785	-1
G012797305	871
G012517065	871
G009773355	872
G009695335	872
G003167555	873
G003134765	873
G902810735	873
G003232855	-1
G001917295	874
G000980515	874
G001940945	874
G000436395	874
G000723745	874
G000020225	874
G000437075	874
G001580195	874
G001578645	874
G001647615	874
G004295085	-1
G008501825	-1
G002705055	-1
G001830285	-1
G003551645	-1
G001303695	-1
G007752535	-1
G001956985	875
G001610895	875
G000242455	875
G009886015	-1
G003669585	-1
G003598025	-1
G001303785	-1
G001304255	-1
G002245415	-1
G011049385	-1
G011053365	-1
G013000925	-1
G007121435	-1
G003223455	-1
G001802045	-1
G002923375	-1
G003221035	876
G001918595	876
G002693325	-1
G002719115	-1
G002011685	-1
G001872685	-1
G003818285	-1
G000219105	877
G000012685	877
G000331735	877
G000255295	877
G000737315	877
G000165485	877
G001027285	877
G000335475	877
G009659535	877
G003236095	-1
G012031025	-1
G000737335	878
G000170895	878
G000737325	-1
G002070115	-1
G002295565	-1
G002387735	-1
G011088105	-1
G009842645	879
G001643555	879
G001724505	880
G000196815	880
G002897775	-1
G003158615	-1
G001805105	881
G001803945	881
G001803715	881
G001805295	881
G001803955	881
G001805185	881
G001871685	881
G001788475	-1
G003220265	882
G003220225	882
G003222385	-1
G008363385	-1
G000687145	-1
G003388555	-1
G009844385	-1
G003231035	-1
G001618865	-1
G001724025	-1
G902826465	-1
G003222395	883
G001919385	883
G004356045	884
G002712885	884
G009843885	885
G009838525	885
G000226295	-1
G001830855	886
G001829875	886
G001830835	887
G001797945	887
G001829835	887
G001873745	887
G003139775	-1
G900155525	-1
G002159665	-1
G000420485	-1
G001311825	888
G000375485	888
G008001235	888
G000341895	888
G000176915	888
G000189295	888
G000025945	-1
G000018405	-1
G011390465	-1
G002753105	-1
G011328735	-1
G001468845	-1
G001468865	-1
G000762875	-1
G900198645	889
G003364195	889
G000686565	889
G001283065	890
G001282945	890
G000187625	890
G000237285	890
G000200595	890
G000274085	891
G000274045	891
G000274945	891
G000008525	891
G000740095	891
G000009305	891
G000259275	891
G000259255	891
G006864365	-1
G006864535	892
G006864425	892
G006212005	-1
G002733885	-1
G000219355	-1
G009690945	-1
G004210275	-1
G000815465	893
G000730245	893
G000746585	-1
G000970895	-1
G001897445	-1
G003932735	-1
G008189685	-1
G001752665	-1
G001637495	894
G000331595	894
G000376585	894
G000073005	894
G000689175	894
G000008025	894
G000829315	894
G000306885	894
G000008385	894
G012277295	894
G003516275	894
G000632845	895
G000508225	895
G000013145	895
G000825765	895
G000012565	895
G000026005	895
G000376085	-1
G902634045	-1
G000750175	896
G000195085	896
G902590485	-1
G002401195	-1
G009926935	-1
G000024465	-1
G902596655	897
G004212735	897
G003280605	-1
G000299935	-1
G009908425	-1
G000374145	-1
G002402005	-1
G002167745	-1
G008014345	-1
G009937995	898
G003851125	898
G003242425	-1
G005881575	899
G001770575	899
G005881595	899
G008012255	-1
G001576965	-1
G001629495	900
G001629415	900
G001629445	900
G001629395	900
G001629355	900
G001629315	900
G001629515	900
G001629475	900
G001629435	900
G001888055	-1
G002238665	-1
G009841635	-1
G009840545	-1
G002007405	-1
G900141795	-1
G004684205	901
G003567955	901
G002591915	902
G002000055	902
G009671245	902
G002356555	903
G000015585	903
G000014785	903
G902612245	-1
G001932835	904
G000756415	904
G001932875	904
G001534725	904
G001932815	904
G001514395	904
G000300295	904
G000576045	904
G001932955	904
G001932595	904
G000756435	904
G001932735	904
G001932775	904
G001932755	904
G000401515	904
G000297215	904
G001932795	904
G001720395	904
G009787175	905
G009786255	905
G012511995	906
G011367965	906
G000746765	907
G000746745	907
G000722915	907
G000724145	907
G000018465	907
G000328945	907
G000299365	907
G000875775	907
G007571005	907
G001438895	908
G001437625	908
G001510225	908
G001541925	908
G002317795	908
G001674955	908
G000956175	908
G002494985	908
G000299395	908
G000242875	908
G001510275	908
G000484975	908
G002506905	-1
G001564205	-1
G000337375	909
G000337355	909
G000739595	909
G000022205	909
G005435185	909
G000336995	909
G000746205	909
G000337035	909
G000336875	909
G005435115	909
G000337415	909
G003164755	910
G001714685	910
G002305205	-1
G012798115	-1
G001784095	911
G001783885	911
G000994125	-1
G001782595	912
G001782265	912
G001782395	912
G001782735	912
G000996635	912
G001784045	912
G001783845	912
G000994635	912
G001784125	912
G001780895	913
G001779345	913
G001567515	-1
G001789725	914
G001789365	914
G001789555	915
G001789325	915
G001788195	915
G011370385	-1
G001776275	-1
G002293725	-1
G002780135	-1
G009885205	916
G001873665	916
G007376345	-1
G001775605	917
G001773725	917
G001775565	918
G001773655	918
G001001005	918
G001001375	918
G001003585	918
G001816895	-1
G001816475	919
G001816405	919
G001816375	919
G001793085	920
G001792305	920
G001792935	921
G001792535	921
G001793165	921
G001792415	921
G001792075	921
G001793255	921
G001792055	-1
G003251875	922
G002746885	922
G009781895	-1
G010202645	923
G000803625	923
G001872245	-1
G002793075	-1
G001818835	-1
G001818475	924
G001001205	924
G001001425	924
G001818855	924
G000991205	-1
G000992395	-1
G007376135	-1
G001817255	-1
G001817265	-1
G001778275	-1
G000996245	925
G000993485	925
G000992955	925
G001001845	926
G001001705	926
G001791415	927
G001790815	927
G001791295	927
G001791555	927
G001791195	927
G001791005	927
G001782975	928
G001782815	928
G001794635	929
G001794285	929
G001795735	930
G001794375	930
G001795585	930
G001794095	930
G001794555	930
G001795825	930
G001795615	931
G001794105	931
G001795625	932
G001794435	932
G001794145	932
G001794455	932
G001825005	933
G001823155	933
G012798645	-1
G002069755	-1
G001823105	-1
G001824885	934
G001823375	934
G001824925	934
G001003225	934
G001823415	934
G001779575	-1
G001820755	-1
G003599755	-1
G001820685	935
G001820565	935
G001003045	935
G001822325	935
G001822415	935
G002772995	-1
G002774705	-1
G001778775	936
G001778665	936
G001778535	936
G001778975	936
G001778985	936
G001822475	-1
G002788975	-1
G003231675	-1
G003210975	-1
G000153805	937
G000012505	937
G000737595	937
G003215335	-1
G003724315	938
G000733415	938
G012034815	938
G012034795	938
G012034615	938
G012031415	938
G001548395	938
G010672605	-1
G001643585	-1
G005882715	-1
G002898215	-1
G009838915	939
G009838735	939
G003228115	-1
G002713775	940
G002238425	940
G007129495	941
G003552125	941
G003599745	-1
G011328975	-1
G003353825	-1
G003044185	-1
G000688095	942
G000424625	942
G000236865	-1
G000210055	943
G000024265	943
G000270285	943
G003340345	943
G000178335	944
G000159235	944
G001049775	944
G001562845	944
G000179715	944
G002255315	-1
G003169375	945
G003163295	945
G003166715	945
G009650215	-1
G902826025	-1
G000372265	946
G000372025	946
G000378885	946
G001438925	947
G001437635	947
G000438965	947
G001438395	948
G001437905	948
G001439225	948
G001437855	948
G001437755	948
G001439085	948
G010030895	948
G002287885	949
G000383815	949
G000378905	949
G000294575	949
G002288005	949
G000754505	949
G000378925	949
G000378865	949
G007483665	950
G000379685	950
G000428945	950
G000620785	951
G000429025	951
G001941645	952
G000718005	952
G000384035	953
G000371785	953
G000763095	953
G003337235	953
G009664835	953
G000710755	953
G000497205	953
G004349225	953
G000194155	953
G000062885	953
G002155995	954
G000720955	954
G900129375	954
G003600225	954
G001630765	955
G000226215	955
G000349585	955
G001651825	955
G000185725	956
G000092825	956
G900101785	-1
G900092135	-1
G001189535	957
G000426385	957
G001678905	958
G001403775	958
G000233655	959
G000023405	959
G003335355	959
G000225825	959
G000338055	959
G000576425	959
G009299795	959
G900163655	959
G000975115	960
G000975095	960
G002090115	960
G000759715	960
G001729525	961
G001606005	961
G000314575	961
G005845345	962
G000699505	962
G001854225	962
G001437715	963
G000257665	963
G003149555	963
G900100865	963
G009923455	963
G000423505	-1
G000010565	-1
G000426665	964
G000187125	964
G000287655	964
G000213975	964
G000160555	964
G000160695	964
G900111915	965
G900107615	965
G900104055	965
G000284095	965
G000686945	965
G900100835	965
G000702005	965
G900116485	965
G009697385	965
G000469545	965
G000155955	965
G000702545	965
G000381005	965
G004364155	966
G000601455	966
G006016075	966
G900129265	967
G000430995	967
G001440545	967
G000297115	967
G009782515	-1
G009782875	-1
G900128885	-1
G009362815	968
G008086585	968
G003260995	969
G000472665	969
G000247605	969
G001263355	969
G000161975	-1
G004125825	-1
G900167445	970
G900142245	970
G900142285	970
G009910325	-1
G900107405	-1
G002733545	-1
G000699585	971
G000597865	971
G900549925	972
G003488845	972
G012514215	-1
G900142095	973
G001512555	973
G000688035	-1
G012034405	-1
G004556455	-1
G900557695	-1
G009786825	-1
G009778455	-1
G900315995	-1
G011958165	-1
G001466305	-1
G012524135	-1
G002964605	-1
G003584005	974
G001399675	974
G000472905	975
G000429525	975
G000702485	975
G900129355	-1
G005765165	-1
G001766415	976
G000411915	976
G000702585	976
G001909285	976
G001456895	976
G000414195	976
G001650325	976
G000019905	976
G000242595	-1
G900156105	977
G000373545	977
G002749205	-1
G000755145	978
G000008185	978
G000447675	978
G000413035	979
G000412995	979
G001604355	980
G000212415	980
G001028605	981
G001028545	981
G001028585	981
G001028525	981
G000253035	-1
G002722335	-1
G902596055	-1
G902618175	-1
G902628315	-1
G003218935	982
G000172555	982
G005887795	-1
G902589825	-1
G011523145	983
G002170435	983
G012960505	983
G000428305	-1
G000739615	-1
G004557455	-1
G900097105	984
G001683795	984
G002700745	-1
G002746235	-1
G002683825	-1
G009691855	-1
G007748095	-1
G007750655	-1
G007751475	-1
G002718835	-1
G000949635	985
G000296795	985
G002071695	-1
G011050235	-1
G012515775	-1
G007859745	-1
G011525745	-1
G009781185	-1
G011370245	-1
G002704825	-1
G001644415	-1
G005887905	-1
G000255655	-1
G001707835	986
G000092105	986
G007745435	-1
G013036045	-1
G001983935	-1
G012270345	987
G009922585	987
G011333295	-1
G012798155	988
G002277955	988
G007119795	-1
G011333545	-1
G000522985	-1
G000695095	989
G000010305	989
G011390935	989
G002839875	-1
G003169895	-1
G003222175	-1
G009692115	-1
G003222115	-1
G003222085	990
G001918525	990
G002898015	-1
G003645925	-1
G011389025	-1
G004356135	991
G001643615	991
G011049095	-1
G000402455	-1
G001567195	-1
G000024805	-1
G005887915	-1
G003229195	-1
G009992445	-1
G001770165	-1
G001770205	992
G001770035	992
G001771825	993
G001770105	993
G001770015	993
G001769995	993
G001769975	993
G001769855	-1
G900169565	994
G003569385	994
G002011715	-1
G003354025	995
G002897915	995
G011050745	995
G004321915	-1
G001803635	996
G001803605	996
G001803685	996
G002839535	997
G001803645	997
G001775695	-1
G001773925	998
G001773915	998
G000398345	-1
G011388795	-1
G002071135	-1
G011525905	999
G009026165	999
G009918885	-1
G003224715	-1
G009837045	-1
G011046715	-1
G902812365	-1
G002071325	-1
G000816445	1000
G000753945	1000
G000747625	1000
G001683985	1000
G001412345	1000
G000701705	-1
G000331715	1001
G000055945	1001
G001975945	1001
G900116045	-1
G001751145	1002
G001750925	1002
G001750995	1002
G900104445	1003
G005116575	1003
G005116645	1003
G000961725	1003
G002327445	-1
G900659855	-1
G001443525	1004
G000429925	1004
G003851005	1005
G001854245	1005
G000509365	-1
G000507865	1006
G000507845	1006
G002272835	-1
G000017585	-1
G001190745	-1
G900065885	-1
G001190755	1007
