id bipar error fn
G000091985_2_826 7453 1 .0001
G001596795_1_759 7453 2 .0003
G000701725_1_797 7453 6 .0008
G000286395_1_795 7453 0 0
G001420855_10_753 7453 3 .0004
G001656195_1_831 7453 12 .0016
G001558935_4_782 7453 9 .0012
G001039275_1_803 7453 9 .0012
G000995995_1_778 7453 0 0
G000016165_3_812 7453 1 .0001
G001188545_2_770 7453 0 0
G000024025_3_754 7453 7 .0009
G001886435_4_836 7453 2 .0003
G000020945_1_811 7453 0 0
G000442315_1_799 7453 3 .0004
G000220585_1_798 7453 13 .0017
G000252445_4_757 7453 2 .0003
G001818735_1_809 7453 2 .0003
G001014645_1_783 7453 9 .0012
G000210095_1_848 7453 4 .0005
G001434705_1_859 7453 16 .0021
G000375545_1_840 7453 13 .0017
G000189775_3_828 7453 0 0
G000170795_3_851 7453 23 .0031
G000737865_1_806 7453 1 .0001
G000585375_3_802 7453 10 .0013
G000445425_1_829 7453 1 .0001
G001708965_1_785 7453 23 .0031
G001497255_1_841 7453 5 .0007
G001941945_4_858 7453 28 .0038
G001188545_4_856 7453 0 0
G000179615_6_789 7453 4 .0005
G000821105_1_832 7453 7 .0009
G000752095_2_850 7453 4 .0005
G000754275_6_805 7453 4 .0005
G000725165_1_804 7453 5 .0007
G000189775_1_844 7453 0 0
G000413315_3_792 7453 1 .0001
G000762265_1_807 7453 1 .0001
G001420855_9_763 7453 0 0
G000092225_2_820 7453 16 .0021
G000515395_1_837 7453 14 .0019
G001420715_3_849 7453 7 .0009
G000169395_1_833 7453 5 .0007
G000023705_2_846 7453 4 .0005
G000754275_2_815 7453 3 .0004
G000007785_1_853 7453 18 .0024
G900116345_1_870 7453 0 0
G000014865_2_854 7453 29 .0039
G001580025_1_867 7453 10 .0013
G000092225_1_774 7453 6 .0008
G001420855_9_771 7453 3 .0004
G002011685_1_793 7453 16 .0021
G001750165_5_869 7453 4 .0005
G001434705_1_875 7453 16 .0021
G000989525_1_808 7453 2 .0003
G001190745_1_863 7453 0 0
G900113975_1_823 7453 9 .0012
G001486165_1_756 7453 3 .0004
G000016165_4_857 7453 1 .0001
G001574675_1_864 7453 11 .0015
G001190745_3_835 7453 4 .0005
G000023705_2_874 7453 0 0
G000380085_1_861 7453 5 .0007
G900113695_1_852 7453 14 .0019
G000023865_3_855 7453 27 .0036
G000826085_1_810 7453 16 .0021
G000478685_2_866 7453 20 .0027
G000196135_1_839 7453 2 .0003
G000821105_1_801 7453 0 0
G000496595_3_862 7453 7 .0009
G000507845_1_871 7453 1 .0001
G001708935_1_827 7453 11 .0015
G000179615_3_842 7453 1 .0001
G001591605_1_882 7453 21 .0028
G000931935_1_847 7453 1 .0001
G001867005_1_825 7453 12 .0016
G000024025_3_891 7453 1 .0001
G000174415_1_818 7453 21 .0028
G001543345_10_819 7453 0 0
G000423605_1_883 7453 10 .0013
G000315465_3_865 7453 3 .0004
G000763805_1_899 7453 30 .004
G001784435_1_834 7453 0 0
G000210095_1_845 7453 4 .0005
G001420715_4_830 7453 5 .0007
G001750165_12_887 7453 3 .0004
G001677115_3_879 7453 9 .0012
G001886435_4_900 7453 2 .0003
G000090965_1_873 7453 32 .0043
G000429665_1_890 7453 13 .0017
G000702485_6_876 7453 2 .0003
G000196455_3_824 7453 6 .0008
G000934685_1_877 7453 2 .0003
G900115225_1_892 7453 17 .0023
G001039275_7_886 7453 4 .0005
G000189775_2_895 7453 0 0
G000252445_3_843 7453 1 .0001
G000375545_1_872 7453 6 .0008
G000754275_6_893 7453 5 .0007
G000744935_9_868 7453 15 .002
G900128965_1_881 7453 2 .0003
G000008565_3_885 7453 1 .0001
G001543345_5_897 7453 0 0
G000007105_1_909 7453 1 .0001
G000158315_1_888 7453 3 .0004
G000967895_2_898 7453 19 .0025
G001294525_1_901 7453 3 .0004
G000478685_2_907 7453 11 .0015
G000008565_3_905 7453 2 .0003
G000750535_4_880 7453 2 .0003
G000635595_1_878 7453 3 .0004
G001497255_1_915 7453 5 .0007
G000768875_1_933 7453 1 .0001
G001039275_7_884 7453 4 .0005
G000021885_3_913 7453 6 .0008
G000648015_1_964 7453 11 .0015
G000170795_2_904 7453 5 .0007
G001677115_2_959 7453 11 .0015
G001780955_1_912 7453 1 .0001
G000507845_2_935 7453 0 0
G000170795_5_952 7453 22 .003
G000775285_1_903 7453 5 .0007
G001749745_1_860 7453 3 .0004
G001188545_4_908 7453 0 0
G001713375_2_919 7453 8 .0011
G000196455_1_940 7453 4 .0005
G000758845_1_925 7453 5 .0007
G000297775_1_936 7453 8 .0011
G000750535_5_929 7453 11 .0015
G001005825_1_927 7453 2 .0003
G000931935_1_991 7453 2 .0003
G001771535_1_953 7453 0 0
G000091985_2_917 7453 5 .0007
G001784565_1_916 7453 0 0
G000208405_1_906 7453 2 .0003
G001023575_1_923 7453 2 .0003
G000007785_1_938 7453 1 .0001
G000016165_7_972 7453 2 .0003
G900105105_2_966 7453 8 .0011
G000967895_2_924 7453 1 .0001
G000016165_2_962 7453 4 .0005
G000725165_2_954 7453 5 .0007
G001941945_4_943 7453 1 .0001
G000007625_6_971 7453 9 .0012
G000740865_1_942 7453 0 0
G001543345_3_978 7453 0 0
G000023925_1_973 7453 6 .0008
G000016165_6_968 7453 1 .0001
G001825665_1_957 7453 1 .0001
G000023925_2_949 7453 12 .0016
G001420855_13_997 7453 0 0
G001649715_3_902 7453 0 0
G001543345_8_941 7453 0 0
G000024985_2_981 7453 0 0
G000967895_5_965 7453 1 .0001
G001774275_1_894 7453 1 .0001
G000170795_3_955 7453 4 .0005
G001592745_1_989 7453 2 .0003
G000750535_3_983 7453 4 .0005
G000687735_1_922 7453 1 .0001
G000821105_1_939 7453 4 .0005
G001749745_1_958 7453 5 .0007
G001543345_11_950 7453 1 .0001
G001188545_2_1001 7453 1 .0001
G000762265_2_944 7453 3 .0004
G000007185_1_921 7453 1 .0001
G000159995_2_896 7453 3 .0004
G000384135_2_961 7453 4 .0005
G000145555_1_982 7453 1 .0001
G000403455_3_947 7453 3 .0004
G000967895_3_945 7453 5 .0007
G000875945_1_984 7453 5 .0007
G000756225_3_960 7453 2 .0003
G001867005_4_937 7453 3 .0004
G000445425_1_956 7453 4 .0005
G000252445_4_910 7453 2 .0003
G000014005_1_889 7453 1 .0001
G001188545_3_948 7453 0 0
G000090965_1_980 7453 53 .0071
G000422305_1_974 7453 3 .0004
G001766815_1_1003 7453 0 0
G001188545_4_932 7453 0 0
G900097105_1_911 7453 3 .0004
G000189775_5_920 7453 0 0
G000995995_1_934 7453 24 .0032
G001941055_1_928 7453 1 .0001
G000505725_1_970 7453 2 .0003
G000762045_1_1014 7453 8 .0011
G000014245_1_1000 7453 6 .0008
G001649715_3_1010 7453 23 .0031
G000583695_1_931 7453 4 .0005
G000169395_1_979 7453 11 .0015
G001420715_6_990 7453 7 .0009
G000091565_6_969 7453 2 .0003
G000403295_1_1004 7453 6 .0008
G900105065_2_926 7453 7 .0009
G000524475_1_992 7453 7 .0009
G900120165_2_967 7453 4 .0005
G000013105_1_995 7453 5 .0007
G000369145_1_999 7453 11 .0015
G000024325_2_914 7453 0 0
G000564995_1_951 7453 5 .0007
G001574865_2_918 7453 12 .0016
G000762265_1_993 7453 1 .0001
G000218765_1_1009 7453 3 .0004
G001886435_4_1017 7453 15 .002
G000336495_1_996 7453 1 .0001
G000507845_2_988 7453 5 .0007
G900095865_5_975 7453 3 .0004
G000332175_1_1013 7453 1 .0001
G001568365_1_946 7453 3 .0004
G000752095_7_1016 7453 2 .0003
G001004055_1_930 7453 1 .0001
G001543345_9_1008 7453 0 0
G000196455_6_985 7453 6 .0008
G001750165_4_963 7453 7 .0009
G001780955_1_1012 7453 1 .0001
G000235505_2_1026 7453 14 .0019
G001750165_8_1020 7453 0 0
G000016165_6_994 7453 4 .0005
G000008565_3_1024 7453 4 .0005
G000768875_1_987 7453 0 0
G001420855_12_976 7453 3 .0004
G900112255_1_1036 7453 10 .0013
G000014245_1_1021 7453 38 .0051
G000020725_3_986 7453 3 .0004
G000023865_1_1007 7453 1 .0001
G000934685_2_1048 7453 3 .0004
G000752215_1_1011 7453 1 .0001
G001039275_4_1002 7453 8 .0011
G001794605_1_1019 7453 15 .002
G000375545_1_1023 7453 24 .0032
G000447295_2_998 7453 5 .0007
G001497255_1_1022 7453 2 .0003
G000429665_1_1018 7453 2 .0003
G900108495_1_977 7453 0 0
G900116345_1_1029 7453 0 0
G000415945_1_1027 7453 7 .0009
G000092225_2_1015 7453 0 0
G000754275_6_1032 7453 2 .0003
G001867005_1_1045 7453 14 .0019
G000007785_2_1005 7453 1 .0001
G001279985_1_1055 7453 18 .0024
G000403295_3_1030 7453 16 .0021
G000737705_1_1057 7453 11 .0015
G000620165_1_1065 7453 1 .0001
G000648015_1_1040 7453 6 .0008
G000024025_3_1037 7453 6 .0008
G000091565_2_1073 7453 17 .0023
G000429925_1_1071 7453 4 .0005
G000252445_2_1025 7453 3 .0004
G900095865_4_1034 7453 2 .0003
G000503835_1_1028 7453 2 .0003
G000017545_1_1006 7453 0 0
G001899145_1_1056 7453 0 0
G000968055_1_1050 7453 1 .0001
G000025885_2_1041 7453 0 0
G000478685_2_1064 7453 25 .0034
G000179615_10_1054 7453 25 .0034
G000762045_1_1031 7453 16 .0021
G000758845_1_1060 7453 0 0
G001544015_1_1053 7453 6 .0008
G001824255_1_1051 7453 7 .0009
G000208405_1_1074 7453 4 .0005
G000507865_1_1084 7453 1 .0001
G000760215_1_1042 7453 10 .0013
G900116345_1_1081 7453 2 .0003
G000752095_4_1075 7453 2 .0003
G000008565_3_1069 7453 1 .0001
G001515215_1_1062 7453 0 0
G900116345_1_1033 7453 9 .0012
G000014865_2_1038 7453 8 .0011
G000967895_3_1070 7453 9 .0012
G900097105_3_1068 7453 3 .0004
G000350305_1_1043 7453 1 .0001
G001188545_3_1035 7453 0 0
G000737705_1_1079 7453 8 .0011
G001535965_1_1044 7453 14 .0019
G000424265_1_1052 7453 9 .0012
G001302585_2_1092 7453 6 .0008
G001596795_1_1108 7453 3 .0004
G000152145_1_1058 7453 2 .0003
G001049735_1_1046 7453 4 .0005
G000023865_2_1080 7453 8 .0011
G001784565_1_1059 7453 1 .0001
G000498475_1_1066 7453 12 .0016
G000007785_2_1091 7453 8 .0011
G001677115_3_1125 7453 4 .0005
G001789085_1_1047 7453 5 .0007
G000403455_2_1077 7453 1 .0001
G001464715_1_1096 7453 15 .002
G000967895_5_1107 7453 0 0
G000501155_1_1099 7453 1 .0001
G000762265_1_1095 7453 1 .0001
G001750165_10_1093 7453 7 .0009
G002002625_1_1087 7453 4 .0005
G000447295_3_1102 7453 0 0
G000170795_2_1123 7453 5 .0007
G000752095_7_1118 7453 2 .0003
G000744935_3_1097 7453 9 .0012
G000313385_1_1133 7453 1 .0001
G001543345_4_1112 7453 0 0
G000264455_3_1089 7453 2 .0003
G000007625_4_1131 7453 0 0
G001819135_1_1098 7453 1 .0001
G000013105_1_1129 7453 11 .0015
G001408335_1_1100 7453 1 .0001
G000585375_3_1120 7453 12 .0016
G001642955_1_1115 7453 0 0
G000025725_1_1078 7453 21 .0028
G900107585_1_1117 7453 13 .0017
G001867005_2_1049 7453 14 .0019
G000332175_2_1137 7453 20 .0027
G001769115_1_1104 7453 0 0
G001439965_1_1085 7453 20 .0027
G000379225_1_1082 7453 0 0
G000403295_2_1124 7453 5 .0007
G001543345_10_1067 7453 0 0
G000518365_2_1039 7453 7 .0009
G000518365_1_1083 7453 10 .0013
G001941945_3_1114 7453 1 .0001
G001899385_1_1106 7453 21 .0028
G000196455_6_1139 7453 10 .0013
G000007785_4_1127 7453 11 .0015
G000821105_1_1105 7453 3 .0004
G001773725_1_1122 7453 0 0
G000512895_2_1103 7453 17 .0023
G001941945_1_1076 7453 1 .0001
G001602645_1_1126 7453 0 0
G000526635_1_1157 7453 9 .0012
G001543345_4_1094 7453 2 .0003
G000403295_1_1119 7453 3 .0004
G000297775_6_1153 7453 1 .0001
G001188545_4_1150 7453 0 0
G000169375_1_1130 7453 4 .0005
G001435325_1_1148 7453 1 .0001
G001424785_1_1072 7453 8 .0011
G000024985_1_1109 7453 0 0
G000016565_2_1154 7453 8 .0011
G001619695_1_1061 7453 13 .0017
G000967895_5_1113 7453 5 .0007
G000737705_1_1163 7453 7 .0009
G000024025_2_1121 7453 23 .0031
G000725165_2_1132 7453 6 .0008
G001279985_1_1111 7453 13 .0017
G000702485_4_1088 7453 3 .0004
G000828895_2_1063 7453 1 .0001
G000447295_1_1101 7453 8 .0011
G000299355_2_1141 7453 12 .0016
G000297775_5_1116 7453 10 .0013
G001486165_1_1135 7453 4 .0005
G000828895_2_1158 7453 12 .0016
G001788225_1_1142 7453 3 .0004
G000007625_4_1159 7453 9 .0012
G000501155_1_1090 7453 6 .0008
G900107465_1_1086 7453 1 .0001
G001402855_1_1128 7453 6 .0008
G000007625_2_1149 7453 6 .0008
G001442515_2_1145 7453 3 .0004
G000179615_3_1160 7453 9 .0012
G001750165_12_1164 7453 6 .0008
G000159995_2_1189 7453 55 .0074
G001420715_5_1140 7453 0 0
G000169375_1_1134 7453 9 .0012
G900120165_2_1168 7453 5 .0007
G000016165_2_1138 7453 1 .0001
G000518365_3_1110 7453 16 .0021
G000725165_2_1210 7453 0 0
G900095865_3_1136 7453 2 .0003
G000179615_10_1165 7453 0 0
G000265295_2_1175 7453 1 .0001
G000021885_2_1171 7453 7 .0009
G000189775_1_1170 7453 0 0
G000024985_2_1143 7453 0 0
G000411555_4_1179 7453 1 .0001
G000403455_1_1151 7453 18 .0024
G000195855_1_1169 7453 10 .0013
G000507865_2_1177 7453 3 .0004
G001435325_1_1146 7453 4 .0005
G001263205_1_1144 7453 0 0
G000238395_1_1206 7453 6 .0008
G000299355_4_1184 7453 4 .0005
G000159995_1_1182 7453 7 .0009
G001190745_2_1162 7453 4 .0005
G000702485_3_1187 7453 3 .0004
G000383295_1_1152 7453 2 .0003
G000264455_3_1181 7453 1 .0001
G000091565_2_1205 7453 11 .0015
G000769915_1_1240 7453 0 0
G001420715_7_1173 7453 7 .0009
G000023705_2_1231 7453 2 .0003
G900092135_1_1188 7453 4 .0005
G000024025_3_1155 7453 14 .0019
G000365025_1_1180 7453 20 .0027
G002002625_1_1191 7453 4 .0005
G900092135_1_1229 7453 3 .0004
G001486165_2_1156 7453 3 .0004
G001784565_1_1166 7453 1 .0001
G001426965_1_1216 7453 9 .0012
G000710615_1_1203 7453 8 .0011
G001750165_3_1215 7453 2 .0003
G000403455_2_1207 7453 0 0
G001543345_11_1223 7453 0 0
G001486165_1_1197 7453 1 .0001
G000379165_1_1209 7453 1 .0001
G000752095_4_1192 7453 9 .0012
G001602645_1_1232 7453 2 .0003
G001434705_1_1172 7453 18 .0024
G000023705_2_1178 7453 10 .0013
G001867005_1_1174 7453 9 .0012
G001592185_1_1186 7453 5 .0007
G000007105_1_1225 7453 20 .0027
G000368825_5_1236 7453 12 .0016
G000007625_2_1161 7453 12 .0016
G000687735_1_1193 7453 1 .0001
G001014645_1_1199 7453 6 .0008
G900110585_1_1195 7453 14 .0019
G000299355_1_1214 7453 2 .0003
G900092135_1_1237 7453 9 .0012
G001302425_1_1213 7453 0 0
G000196455_3_1228 7453 4 .0005
G000246945_1_1224 7453 2 .0003
G000007625_1_1190 7453 4 .0005
G001558935_1_1222 7453 27 .0036
G000987765_1_1185 7453 1 .0001
G000496595_1_1221 7453 1 .0001
G001642955_1_1183 7453 2 .0003
G900107465_1_1196 7453 1 .0001
G000017545_2_1167 7453 1 .0001
G000313385_2_1218 7453 2 .0003
G000615945_1_1239 7453 18 .0024
G000252445_4_1244 7453 3 .0004
G001317355_1_1219 7453 2 .0003
G000620165_1_1200 7453 1 .0001
G001867005_1_1230 7453 10 .0013
G000737865_1_1249 7453 6 .0008
G000752215_1_1201 7453 1 .0001
G000752215_1_1238 7453 1 .0001
G000965745_1_1211 7453 1 .0001
G000725165_1_1273 7453 5 .0007
G000090965_1_1220 7453 17 .0023
G900103665_1_1243 7453 1 .0001
G001424785_1_1147 7453 8 .0011
G001544015_1_1176 7453 15 .002
G000737705_1_1241 7453 8 .0011
G000750535_2_1212 7453 2 .0003
G000965745_1_1242 7453 2 .0003
G001017655_1_1208 7453 0 0
G000754275_5_1252 7453 2 .0003
G000585155_7_1226 7453 1 .0001
G000960475_1_1246 7453 6 .0008
G000737865_3_1276 7453 0 0
G000585155_3_1194 7453 1 .0001
G900095865_3_1250 7453 3 .0004
G000934685_3_1234 7453 3 .0004
G001596795_1_1251 7453 5 .0007
G000442315_1_1261 7453 12 .0016
G000170795_4_1265 7453 6 .0008
G000711955_1_1268 7453 2 .0003
G000350305_1_1278 7453 1 .0001
G000621405_1_1248 7453 6 .0008
G000007785_2_1217 7453 1 .0001
G001784565_1_1227 7453 1 .0001
G001263205_4_1283 7453 0 0
G000710615_1_1233 7453 0 0
G001420855_11_1260 7453 17 .0023
G900107465_1_1202 7453 1 .0001
G001544015_2_1257 7453 10 .0013
G001543345_1_1198 7453 2 .0003
G001402855_2_1204 7453 0 0
G000170795_4_1288 7453 6 .0008
G001780955_1_1262 7453 0 0
G001426965_1_1266 7453 22 .003
G000297775_6_1285 7453 4 .0005
G000348805_1_1289 7453 0 0
G001544015_2_1264 7453 8 .0011
G000512895_3_1296 7453 1 .0001
G000016165_8_1255 7453 1 .0001
G000512895_4_1275 7453 7 .0009
G000332275_2_1247 7453 2 .0003
G000007625_4_1271 7453 9 .0012
G000210095_1_1235 7453 5 .0007
G000179615_9_1269 7453 9 .0012
G001017655_1_1277 7453 7 .0009
G000332275_1_1292 7453 11 .0015
G000960475_1_1287 7453 6 .0008
G001420715_5_1282 7453 11 .0015
G001543345_4_1253 7453 0 0
G000583695_1_1245 7453 9 .0012
G001825665_1_1267 7453 7 .0009
G000737865_1_1310 7453 12 .0016
G900142205_1_1319 7453 11 .0015
G000411555_3_1270 7453 1 .0001
G000017545_1_1274 7453 0 0
G001676615_1_1297 7453 14 .0019
G000965745_1_1301 7453 2 .0003
G000315465_3_1307 7453 1 .0001
G001780955_1_1291 7453 1 .0001
G000260965_3_1309 7453 3 .0004
G000158315_1_1286 7453 0 0
G000265295_1_1290 7453 2 .0003
G000092225_1_1303 7453 13 .0017
G000016165_6_1279 7453 10 .0013
G900111835_1_1256 7453 14 .0019
G001795505_1_1312 7453 1 .0001
G000934685_3_1302 7453 2 .0003
G000965745_1_1272 7453 2 .0003
G000299355_6_1314 7453 6 .0008
G001886435_5_1306 7453 11 .0015
G000264455_4_1311 7453 2 .0003
G000299355_4_1299 7453 7 .0009
G000758845_1_1295 7453 5 .0007
G000007785_3_1327 7453 7 .0009
G900105065_1_1293 7453 9 .0012
G000016165_5_1263 7453 1 .0001
G000020945_2_1330 7453 0 0
G001421995_1_1322 7453 14 .0019
G000992445_1_1284 7453 12 .0016
G900095865_3_1281 7453 5 .0007
G001420855_8_1254 7453 7 .0009
G000328945_1_1337 7453 3 .0004
G000585155_2_1259 7453 1 .0001
G900092135_1_1258 7453 8 .0011
G000473145_4_1315 7453 6 .0008
G001317355_1_1308 7453 9 .0012
G001420855_8_1321 7453 14 .0019
G001420715_8_1320 7453 8 .0011
G000016165_5_1317 7453 19 .0025
G000313385_2_1298 7453 9 .0012
G001486165_3_1280 7453 2 .0003
G000024985_1_1325 7453 1 .0001
G001899145_1_1305 7453 9 .0012
G900110045_1_1357 7453 7 .0009
G000744935_7_1333 7453 9 .0012
G000403295_3_1304 7453 8 .0011
G000371925_1_1326 7453 2 .0003
G001543345_11_1334 7453 0 0
G001420715_1_1294 7453 11 .0015
G000744935_6_1335 7453 5 .0007
G000756225_3_1313 7453 7 .0009
G000170795_2_1340 7453 8 .0011
G000750535_6_1300 7453 0 0
G001420855_7_1354 7453 10 .0013
G000737865_1_1339 7453 3 .0004
G000368825_2_1329 7453 7 .0009
G000297775_4_1388 7453 7 .0009
G000208405_3_1352 7453 19 .0025
G000023325_2_1318 7453 0 0
G001886435_5_1360 7453 2 .0003
G000428465_1_1338 7453 3 .0004
G001302585_2_1346 7453 9 .0012
G000737865_3_1350 7453 5 .0007
G001872335_1_1323 7453 2 .0003
G001749745_1_1365 7453 5 .0007
G000179615_2_1332 7453 2 .0003
G000754275_1_1331 7453 4 .0005
G900106575_1_1410 7453 2 .0003
G900103665_1_1367 7453 1 .0001
G000368825_4_1366 7453 3 .0004
G000415945_1_1336 7453 5 .0007
G000710615_1_1349 7453 0 0
G000687735_1_1316 7453 2 .0003
G000512895_1_1324 7453 1 .0001
G001750165_8_1396 7453 7 .0009
G000686005_1_1374 7453 6 .0008
G001822865_1_1361 7453 0 0
G001899145_1_1343 7453 2 .0003
G000014865_2_1356 7453 11 .0015
G000315465_1_1362 7453 10 .0013
G001442515_2_1385 7453 1 .0001
G000752095_1_1370 7453 1 .0001
G000286395_1_1384 7453 10 .0013
G001788225_1_1369 7453 2 .0003
G000007625_6_1393 7453 0 0
G001039275_7_1344 7453 3 .0004
G000620625_1_1328 7453 13 .0017
G000017865_1_1342 7453 1 .0001
G000800295_2_1378 7453 6 .0008
G001750165_8_1348 7453 6 .0008
G001420715_5_1347 7453 7 .0009
G001188545_3_1421 7453 0 0
G000518365_2_1387 7453 15 .002
G001774295_1_1345 7453 2 .0003
G001766815_1_1355 7453 0 0
G000585155_6_1402 7453 3 .0004
G000420485_1_1368 7453 1 .0001
G001399795_1_1392 7453 2 .0003
G000422725_1_1364 7453 0 0
G000411555_3_1386 7453 1 .0001
G000014865_3_1359 7453 4 .0005
G000260965_1_1399 7453 1 .0001
G001420855_6_1341 7453 7 .0009
G000875945_1_1383 7453 8 .0011
G000301055_2_1394 7453 9 .0012
G000297775_6_1391 7453 4 .0005
G000415945_1_1412 7453 13 .0017
G001027025_1_1395 7453 4 .0005
G001484965_1_1372 7453 1 .0001
G000196455_3_1405 7453 4 .0005
G001188545_3_1375 7453 0 0
G000169395_2_1381 7453 19 .0025
G001941055_1_1377 7453 4 .0005
G001442515_1_1413 7453 1 .0001
G001420855_3_1376 7453 3 .0004
G000016165_1_1414 7453 1 .0001
G000016165_3_1406 7453 2 .0003
G001749745_2_1397 7453 5 .0007
G001574865_1_1417 7453 1 .0001
G000752215_1_1351 7453 2 .0003
G001188545_4_1389 7453 0 0
G000989525_1_1408 7453 3 .0004
G000615945_1_1401 7453 5 .0007
G000174415_2_1373 7453 15 .002
G000744935_2_1409 7453 5 .0007
G000967895_2_1382 7453 1 .0001
G000091985_2_1358 7453 6 .0008
G000621485_1_1411 7453 1 .0001
G000744935_3_1353 7453 7 .0009
G000428465_1_1448 7453 11 .0015
G000297775_4_1419 7453 3 .0004
G001822865_1_1379 7453 0 0
G000024025_1_1424 7453 1 .0001
G000179615_3_1398 7453 4 .0005
G001749745_1_1449 7453 3 .0004
G000007625_3_1438 7453 4 .0005
G900107585_1_1418 7453 21 .0028
G000014865_2_1420 7453 13 .0017
G000737705_1_1440 7453 6 .0008
G000733765_1_1415 7453 11 .0015
G000750535_1_1403 7453 2 .0003
G001543345_10_1432 7453 0 0
G000415945_1_1447 7453 8 .0011
G001420855_9_1422 7453 0 0
G001649715_1_1431 7453 2 .0003
G001420855_7_1390 7453 3 .0004
G001696955_1_1404 7453 4 .0005
G001656215_1_1380 7453 12 .0016
G900107465_1_1436 7453 6 .0008
G001420715_1_1407 7453 18 .0024
G001464715_1_1371 7453 0 0
G000007105_2_1416 7453 2 .0003
G000429665_1_1444 7453 1 .0001
G001941945_3_1439 7453 9 .0012
G001543345_7_1430 7453 0 0
G001750165_3_1400 7453 6 .0008
G000965745_1_1460 7453 1 .0001
G001027025_2_1466 7453 2 .0003
G000179615_3_1452 7453 12 .0016
G000169395_2_1425 7453 6 .0008
G000008565_1_1363 7453 1 .0001
G000208405_1_1471 7453 4 .0005
G000008565_3_1437 7453 4 .0005
G000429305_1_1428 7453 4 .0005
G001302585_1_1451 7453 14 .0019
G900110045_1_1435 7453 6 .0008
G000585375_1_1454 7453 10 .0013
G001696955_1_1427 7453 10 .0013
G001642955_1_1445 7453 0 0
G900116345_1_1470 7453 0 0
G000740855_1_1441 7453 1 .0001
G000169375_1_1442 7453 1 .0001
G000967895_4_1446 7453 18 .0024
G001773725_1_1426 7453 0 0
G001420855_8_1463 7453 0 0
G000179615_1_1468 7453 0 0
G000379165_1_1467 7453 1 .0001
G001899385_1_1455 7453 16 .0021
G000613065_1_1462 7453 38 .0051
G000375545_1_1458 7453 0 0
G001784565_1_1461 7453 2 .0003
G000507865_1_1457 7453 6 .0008
G000413315_3_1464 7453 5 .0007
G000413315_4_1429 7453 4 .0005
G000737865_3_1472 7453 12 .0016
G000299365_1_1433 7453 4 .0005
G001792215_1_1434 7453 2 .0003
G000210095_1_1475 7453 29 .0039
G000752095_3_1450 7453 0 0
G000411555_2_1423 7453 1 .0001
G001420855_11_1459 7453 0 0
G900092135_1_1453 7453 2 .0003
G000737705_1_1456 7453 6 .0008
G000368825_5_1473 7453 4 .0005
G000620625_1_1474 7453 7 .0009
G001656195_1_1489 7453 2 .0003
G001774295_1_1469 7453 3 .0004
G001649715_1_1482 7453 2 .0003
G000017865_1_1483 7453 3 .0004
G001543345_10_1443 7453 0 0
G001484965_1_1478 7453 15 .002
G000007785_3_1479 7453 6 .0008
G000020945_2_1465 7453 0 0
G000313385_1_1487 7453 8 .0011
G000423605_1_1500 7453 13 .0017
G000023705_1_1477 7453 1 .0001
G900113975_1_1492 7453 5 .0007
G000415945_1_1502 7453 0 0
G001188545_3_1499 7453 0 0
G000021885_5_1491 7453 3 .0004
G000024025_1_1496 7453 7 .0009
G000021885_6_1505 7453 2 .0003
G000821105_3_1490 7453 4 .0005
G900114975_1_1486 7453 1 .0001
G001780955_1_1497 7453 1 .0001
G000967895_3_1480 7453 15 .002
G000208405_2_1476 7453 2 .0003
G000299935_1_1485 7453 13 .0017
G000017545_2_1481 7453 0 0
G000179615_8_1494 7453 4 .0005
G001708985_1_1498 7453 1 .0001
G001886435_1_1515 7453 6 .0008
G001027025_2_1511 7453 0 0
G000007625_1_1509 7453 3 .0004
G001420715_2_1514 7453 19 .0025
G000368825_4_1501 7453 10 .0013
G001420855_13_1504 7453 15 .002
G000756225_1_1507 7453 3 .0004
G000512895_3_1519 7453 8 .0011
G000016165_5_1510 7453 3 .0004
G000016565_1_1488 7453 11 .0015
G000415945_1_1533 7453 6 .0008
G000826085_1_1517 7453 10 .0013
G001435475_1_1513 7453 4 .0005
G000260965_3_1523 7453 1 .0001
G000265295_1_1493 7453 1 .0001
G000754275_5_1512 7453 6 .0008
G000007625_1_1503 7453 6 .0008
G000091985_1_1506 7453 4 .0005
G001784235_1_1508 7453 1 .0001
G000208405_4_1524 7453 5 .0007
G001263205_1_1516 7453 4 .0005
G000014005_1_1495 7453 13 .0017
G000740865_1_1526 7453 0 0
G000368825_3_1484 7453 12 .0016
G000208405_4_1530 7453 1 .0001
G000500935_1_1522 7453 2 .0003
G000769915_1_1520 7453 4 .0005
G000763805_1_1538 7453 18 .0024
G000828895_1_1609 7453 0 0
G001766815_1_1537 7453 0 0
G001484965_1_1535 7453 20 .0027
G000725165_2_1529 7453 4 .0005
G001486165_3_1521 7453 2 .0003
G001486165_2_1540 7453 29 .0039
G000153185_3_1527 7453 1 .0001
G001558935_6_1571 7453 8 .0011
G000424265_1_1554 7453 0 0
G000195855_1_1518 7453 4 .0005
G000750535_1_1550 7453 1 .0001
G000016165_6_1536 7453 33 .0044
G000297775_6_1621 7453 2 .0003
G001708935_1_1558 7453 7 .0009
G000313385_3_1584 7453 1 .0001
G001713375_1_1528 7453 13 .0017
G000621485_1_1531 7453 3 .0004
G000314675_1_1547 7453 7 .0009
G000023865_1_1590 7453 21 .0028
G000369145_1_1561 7453 0 0
